Id,Store,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2,date
40237,9,6,2015-08-01,1,0,0,0,a,c,2030.0,0,2000-08-01
6,10,4,2015-09-17,1,1,0,0,a,a,3160.0,0,2009-09-01
862,10,3,2015-09-16,1,1,0,0,a,a,3160.0,0,2009-09-01
1718,10,2,2015-09-15,1,1,0,0,a,a,3160.0,0,2009-09-01
2574,10,1,2015-09-14,1,1,0,0,a,a,3160.0,0,2009-09-01
3430,10,7,2015-09-13,0,0,0,0,a,a,3160.0,0,2009-09-01
4286,10,6,2015-09-12,1,0,0,0,a,a,3160.0,0,2009-09-01
5142,10,5,2015-09-11,1,0,0,0,a,a,3160.0,0,2009-09-01
5998,10,4,2015-09-10,1,0,0,0,a,a,3160.0,0,2009-09-01
6854,10,3,2015-09-09,1,0,0,0,a,a,3160.0,0,2009-09-01
7710,10,2,2015-09-08,1,0,0,0,a,a,3160.0,0,2009-09-01
8566,10,1,2015-09-07,1,0,0,0,a,a,3160.0,0,2009-09-01
9422,10,7,2015-09-06,0,0,0,0,a,a,3160.0,0,2009-09-01
10278,10,6,2015-09-05,1,0,0,0,a,a,3160.0,0,2009-09-01
11134,10,5,2015-09-04,1,1,0,0,a,a,3160.0,0,2009-09-01
11990,10,4,2015-09-03,1,1,0,0,a,a,3160.0,0,2009-09-01
12846,10,3,2015-09-02,1,1,0,1,a,a,3160.0,0,2009-09-01
13702,10,2,2015-09-01,1,1,0,1,a,a,3160.0,0,2009-09-01
14558,10,1,2015-08-31,1,1,0,1,a,a,3160.0,0,2009-09-01
15414,10,7,2015-08-30,0,0,0,1,a,a,3160.0,0,2009-09-01
16270,10,6,2015-08-29,1,0,0,1,a,a,3160.0,0,2009-09-01
17126,10,5,2015-08-28,1,0,0,1,a,a,3160.0,0,2009-09-01
17982,10,4,2015-08-27,1,0,0,1,a,a,3160.0,0,2009-09-01
18838,10,3,2015-08-26,1,0,0,1,a,a,3160.0,0,2009-09-01
19694,10,2,2015-08-25,1,0,0,1,a,a,3160.0,0,2009-09-01
20550,10,1,2015-08-24,1,0,0,1,a,a,3160.0,0,2009-09-01
21406,10,7,2015-08-23,0,0,0,1,a,a,3160.0,0,2009-09-01
22262,10,6,2015-08-22,1,0,0,1,a,a,3160.0,0,2009-09-01
23118,10,5,2015-08-21,1,1,0,1,a,a,3160.0,0,2009-09-01
23974,10,4,2015-08-20,1,1,0,1,a,a,3160.0,0,2009-09-01
24830,10,3,2015-08-19,1,1,0,1,a,a,3160.0,0,2009-09-01
25686,10,2,2015-08-18,1,1,0,1,a,a,3160.0,0,2009-09-01
26542,10,1,2015-08-17,1,1,0,1,a,a,3160.0,0,2009-09-01
27398,10,7,2015-08-16,0,0,0,1,a,a,3160.0,0,2009-09-01
28254,10,6,2015-08-15,1,0,0,1,a,a,3160.0,0,2009-09-01
29110,10,5,2015-08-14,1,0,0,1,a,a,3160.0,0,2009-09-01
29966,10,4,2015-08-13,1,0,0,1,a,a,3160.0,0,2009-09-01
30822,10,3,2015-08-12,1,0,0,1,a,a,3160.0,0,2009-09-01
31678,10,2,2015-08-11,1,0,0,1,a,a,3160.0,0,2009-09-01
32534,10,1,2015-08-10,1,0,0,1,a,a,3160.0,0,2009-09-01
33390,10,7,2015-08-09,0,0,0,1,a,a,3160.0,0,2009-09-01
34246,10,6,2015-08-08,1,0,0,1,a,a,3160.0,0,2009-09-01
35102,10,5,2015-08-07,1,1,0,1,a,a,3160.0,0,2009-09-01
35958,10,4,2015-08-06,1,1,0,1,a,a,3160.0,0,2009-09-01
36814,10,3,2015-08-05,1,1,0,1,a,a,3160.0,0,2009-09-01
37670,10,2,2015-08-04,1,1,0,1,a,a,3160.0,0,2009-09-01
38526,10,1,2015-08-03,1,1,0,1,a,a,3160.0,0,2009-09-01
39382,10,7,2015-08-02,0,0,0,1,a,a,3160.0,0,2009-09-01
40238,10,6,2015-08-01,1,0,0,1,a,a,3160.0,0,2009-09-01
7,11,4,2015-09-17,1,1,0,0,a,c,960.0,1,2011-11-01
863,11,3,2015-09-16,1,1,0,0,a,c,960.0,1,2011-11-01
1719,11,2,2015-09-15,1,1,0,0,a,c,960.0,1,2011-11-01
2575,11,1,2015-09-14,1,1,0,0,a,c,960.0,1,2011-11-01
3431,11,7,2015-09-13,0,0,0,0,a,c,960.0,1,2011-11-01
4287,11,6,2015-09-12,1,0,0,0,a,c,960.0,1,2011-11-01
5143,11,5,2015-09-11,1,0,0,0,a,c,960.0,1,2011-11-01
5999,11,4,2015-09-10,1,0,0,0,a,c,960.0,1,2011-11-01
6855,11,3,2015-09-09,1,0,0,0,a,c,960.0,1,2011-11-01
7711,11,2,2015-09-08,1,0,0,0,a,c,960.0,1,2011-11-01
8567,11,1,2015-09-07,1,0,0,0,a,c,960.0,1,2011-11-01
9423,11,7,2015-09-06,0,0,0,0,a,c,960.0,1,2011-11-01
10279,11,6,2015-09-05,1,0,0,0,a,c,960.0,1,2011-11-01
11135,11,5,2015-09-04,1,1,0,0,a,c,960.0,1,2011-11-01
11991,11,4,2015-09-03,1,1,0,0,a,c,960.0,1,2011-11-01
12847,11,3,2015-09-02,1,1,0,0,a,c,960.0,1,2011-11-01
13703,11,2,2015-09-01,1,1,0,0,a,c,960.0,1,2011-11-01
14559,11,1,2015-08-31,1,1,0,0,a,c,960.0,1,2011-11-01
15415,11,7,2015-08-30,0,0,0,0,a,c,960.0,1,2011-11-01
16271,11,6,2015-08-29,1,0,0,0,a,c,960.0,1,2011-11-01
17127,11,5,2015-08-28,1,0,0,1,a,c,960.0,1,2011-11-01
17983,11,4,2015-08-27,1,0,0,1,a,c,960.0,1,2011-11-01
18839,11,3,2015-08-26,1,0,0,1,a,c,960.0,1,2011-11-01
19695,11,2,2015-08-25,1,0,0,1,a,c,960.0,1,2011-11-01
20551,11,1,2015-08-24,1,0,0,1,a,c,960.0,1,2011-11-01
21407,11,7,2015-08-23,0,0,0,0,a,c,960.0,1,2011-11-01
22263,11,6,2015-08-22,1,0,0,0,a,c,960.0,1,2011-11-01
23119,11,5,2015-08-21,1,1,0,1,a,c,960.0,1,2011-11-01
23975,11,4,2015-08-20,1,1,0,1,a,c,960.0,1,2011-11-01
24831,11,3,2015-08-19,1,1,0,1,a,c,960.0,1,2011-11-01
25687,11,2,2015-08-18,1,1,0,1,a,c,960.0,1,2011-11-01
26543,11,1,2015-08-17,1,1,0,1,a,c,960.0,1,2011-11-01
27399,11,7,2015-08-16,0,0,0,0,a,c,960.0,1,2011-11-01
28255,11,6,2015-08-15,1,0,0,0,a,c,960.0,1,2011-11-01
29111,11,5,2015-08-14,1,0,0,1,a,c,960.0,1,2011-11-01
29967,11,4,2015-08-13,1,0,0,1,a,c,960.0,1,2011-11-01
30823,11,3,2015-08-12,1,0,0,1,a,c,960.0,1,2011-11-01
31679,11,2,2015-08-11,1,0,0,1,a,c,960.0,1,2011-11-01
32535,11,1,2015-08-10,1,0,0,1,a,c,960.0,1,2011-11-01
33391,11,7,2015-08-09,0,0,0,0,a,c,960.0,1,2011-11-01
34247,11,6,2015-08-08,1,0,0,0,a,c,960.0,1,2011-11-01
35103,11,5,2015-08-07,1,1,0,1,a,c,960.0,1,2011-11-01
35959,11,4,2015-08-06,1,1,0,1,a,c,960.0,1,2011-11-01
36815,11,3,2015-08-05,1,1,0,1,a,c,960.0,1,2011-11-01
37671,11,2,2015-08-04,1,1,0,1,a,c,960.0,1,2011-11-01
38527,11,1,2015-08-03,1,1,0,1,a,c,960.0,1,2011-11-01
39383,11,7,2015-08-02,0,0,0,0,a,c,960.0,1,2011-11-01
40239,11,6,2015-08-01,1,0,0,0,a,c,960.0,1,2011-11-01
8,12,4,2015-09-17,1,1,0,0,a,c,1070.0,1,2011-11-01
864,12,3,2015-09-16,1,1,0,0,a,c,1070.0,1,2011-11-01
1720,12,2,2015-09-15,1,1,0,0,a,c,1070.0,1,2011-11-01
2576,12,1,2015-09-14,1,1,0,0,a,c,1070.0,1,2011-11-01
3432,12,7,2015-09-13,0,0,0,0,a,c,1070.0,1,2011-11-01
4288,12,6,2015-09-12,1,0,0,0,a,c,1070.0,1,2011-11-01
5144,12,5,2015-09-11,1,0,0,0,a,c,1070.0,1,2011-11-01
6000,12,4,2015-09-10,1,0,0,0,a,c,1070.0,1,2011-11-01
6856,12,3,2015-09-09,1,0,0,0,a,c,1070.0,1,2011-11-01
7712,12,2,2015-09-08,1,0,0,0,a,c,1070.0,1,2011-11-01
8568,12,1,2015-09-07,1,0,0,0,a,c,1070.0,1,2011-11-01
9424,12,7,2015-09-06,0,0,0,0,a,c,1070.0,1,2011-11-01
